,text,VP,cfg,good_cplx,good_mood,syntx_score,good_intent_syntx,intent,intendeed,ORG,NORP,DATE,known_words
4375,How many times can I use my disposable card?,,,,,,,,,,,,
4376,With one disposable card how many transactions can i do?,,,,,,,,,,,,
4377,Is there any limits I should know about if I'm going to use a disposable virtual card?,,,,,,,,,,,,
4378,I need a number of disposable cards everyday.,,,,,,,,,,,,
4379,Are there restrictions on disposable virtual cards?,,,,,,,,,,,,
4380,Please provide me with the restrictions of the disposable cards.,,,,,,,,,,,,
4381,I have to make several disposable cards per day.,,,,,,,,,,,,
4382,Am I limited on the amount of disposable cards I can possess?,,,,,,,,,,,,
4383,how many uses are the disposable cards good for?,,,,,,,,,,,,
4384,Whats the maximum number of disposable cards that I can get?,,,,,,,,,,,,
4385,What are some of the restrictions that the disposable cards have?,,,,,,,,,,,,
4386,What are the restrictions on the virtual cards?,,,,,,,,,,,,
4387,How many purchases can I make with one disposable card?,,,,,,,,,,,,
4388,Is it possible to have more than one disposable card?,,,,,,,,,,,,
4389,Can i make several disposable cardsper day?,,,,,,,,,,,,
4390,What is limit of disposable cards  I can make per day?,,,,,,,,,,,,
4391,What are the details of disposable card limitations?,,,,,,,,,,,,
4392,I need to make multiple disposable cards in a day.,,,,,,,,,,,,
4393,How many transactions can I do with my disposable card?,,,,,,,,,,,,
4394,Show me the amount of transactions I can do with a disposable card.,,,,,,,,,,,,
4395,What is the maximum transactions I can use on a disposable card?,,,,,,,,,,,,
4396,Are there any limits if I use these virtual cards?,,,,,,,,,,,,
4397,Are there any restrictions for the disposable cards that I need to be aware of?,,,,,,,,,,,,
4398,Where can I find a list of descriptions the disposable cards have?,,,,,,,,,,,,
4399,What limits are there on the virtual cards?,,,,,,,,,,,,
4400,What is the max amount of disposable cards I'm allowed.,,,,,,,,,,,,
4401,What stipulations do disposable cards entail?,,,,,,,,,,,,
4402,How many disposable cards per person?,,,,,,,,,,,,
4403,Is there a limit to a disposable virtual card?,,,,,,,,,,,,
4404,Why can't I use a disposable card?,,,,,,,,,,,,
4405,How many transactions can I make on my disposable card?,,,,,,,,,,,,
4406,What's the limit for disposable virtual cards?,,,,,,,,,,,,
4407,How many active transactions can I make with a disposable card?,,,,,,,,,,,,
4408,Please specify any limitations that come along with disposable cards.,,,,,,,,,,,,
4409,Are there downsides to using a disposable virtual cards?,,,,,,,,,,,,
4410,how many transactions can go on a disposable card?,,,,,,,,,,,,
4411,Is there a transaction limit for a disposable card?,,,,,,,,,,,,
4412,I need more than one disposable card,,,,,,,,,,,,
4413,What is the maximum number of transactions that I can put on a disposable card?,,,,,,,,,,,,
4414,I am required to make several disposable cards every day.,,,,,,,,,,,,
4415,I must make several disposable cards every day.,,,,,,,,,,,,
4416,Where can I use a disposable card?,,,,,,,,,,,,
4417,Are there limits on the virtual cards?,,,,,,,,,,,,
4418,How many disposable cards can you own?,,,,,,,,,,,,
4419,Can you tell me more about limits to disposable virtual cards?,,,,,,,,,,,,
4420,How many transactions can I do with a disposable card?,,,,,,,,,,,,
4421,How many payments can I make using a virtual card?,,,,,,,,,,,,
4422,What is the maximum number of transactions I can do with a disposable card?,,,,,,,,,,,,
4423,Can you tell me if there are limits to disposable virtual cards?,,,,,,,,,,,,
4424,What are the rules for using disposable virtual cards?,,,,,,,,,,,,
4425,What are the disposable virtual card limits?,,,,,,,,,,,,
4426,How many disposable cards can I have at one time?,,,,,,,,,,,,
4427,How many transactions can be made with a disposable card?,,,,,,,,,,,,
4428,"i am not a premium customer but i want a virtual card, how do i get it",,,,,,,,,,,,
4429,I need several disposable cards made per day.,,,,,,,,,,,,
4430,What is the maximum transactions for one disposable card?,,,,,,,,,,,,
4431,"For the disposable cards, what are the restrictions?",,,,,,,,,,,,
4432,Are there any restrictions for the disposable cards?,,,,,,,,,,,,
4433,Is there a limit on making disposable cards?,,,,,,,,,,,,
4434,Do the disposable cards have restrictions?,,,,,,,,,,,,
4435,Can I do more than 10 transactions with a disposable card?,,,,,,,,,,,,
4436,What are the disposable card limits?,,,,,,,,,,,,
4437,Is there a limit to using a disposable virtual card?,,,,,,,,,,,,
4438,I have a disposable virtual card. Is there a limit to how many times I can use it?,,,,,,,,,,,,
4439,Are there any places that I can't use the disposable cards at?,,,,,,,,,,,,
4440,Is there a limit to the number of disposable cards per day?,,,,,,,,,,,,
4441,How many disposable cards can I make in a day?,,,,,,,,,,,,
4442,let me know how many disposable cards I can have?,,,,,,,,,,,,
4443,I must make several disposable cards per day.,,,,,,,,,,,,
4444,Can you please inform me of the restrictions for the disposable cards.,,,,,,,,,,,,
4445,Is there a limit on disposable cards?,,,,,,,,,,,,
4446,I have to make more then a few disposable cards per day.,,,,,,,,,,,,
4447,Are there any restrictions on the disposable cards?,,,,,,,,,,,,
4448,What are my limits on disposable cards?,,,,,,,,,,,,
4449,I would like to know what the restrictions are for the disposable cards.,,,,,,,,,,,,
4450,What is the limits on the number of disposable cards I can have?,,,,,,,,,,,,
4451,what is the amount of disposable cards I can have?,,,,,,,,,,,,
4452,"On my disposable card, is there a transaction limit?",,,,,,,,,,,,
4453,Who can request disposable cards?,,,,,,,,,,,,
4454,How much transactions do I get with a disposable card?,,,,,,,,,,,,
4455,What can I and can't do with the disposable cards?,,,,,,,,,,,,
4456,Is there a transaction limit on a disposable card?,,,,,,,,,,,,
4457,How many disposable  cards are available per account?,,,,,,,,,,,,
4458,What is the number of transactions for one disposable card?,,,,,,,,,,,,
4459,I think someone is using my card without my permission!,,,,,,,,,,,,
4460,What do I do if I detect fraudulent use on my car?,,,,,,,,,,,,
4461,I think my account has been hacked there are charges on there I don't recognize.,,,,,,,,,,,,
4462,I don't recognize some transactions.  Is someone else using it?,,,,,,,,,,,,
4463,I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended.,,,,,,,,,,,,
4464,How do I stop fraud to my account?,,,,,,,,,,,,
4465,card is being used by someone else,,,,,,,,,,,,
4466,I think someone else is using my card.,,,,,,,,,,,,
4467,Someone might be using my card that is not me.,,,,,,,,,,,,
4468,There are strange transactions on my account.  What should I do if I think someone stole my details?,,,,,,,,,,,,
4469,I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,,,,,,,,,,,,
4470,"It looks like someone besides me ordered something with my card, what should I do?",,,,,,,,,,,,
4471,There are charges on my card that I haven't purchased.,,,,,,,,,,,,
4472,Someone might be using my card.  What should I do?,,,,,,,,,,,,
4473,I suspect someone used my card.,,,,,,,,,,,,
4474,Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.,,,,,,,,,,,,
4475,I think that somebody is utilizing my card without my authorization!,,,,,,,,,,,,
4476,"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
",,,,,,,,,,,,
4477,Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening?,,,,,,,,,,,,
4478,What can I do if my card details where stolen from my car? I think they used my card to buy gas.,,,,,,,,,,,,
4479,I want to cancel my card. I think someone else is using it.,,,,,,,,,,,,
4480,"I can't be sure, but I think that someone may be using my card.",,,,,,,,,,,,
4481,What should I do if I think someone is using my card without my permission?,,,,,,,,,,,,
4482,I believe that someone is using my card without my knowledge!,,,,,,,,,,,,
4483,There is unusual activity on my account and I believe someone took my card.,,,,,,,,,,,,
4484,Someone must have found my card details as I don't recognize these transactions.,,,,,,,,,,,,
4485,Should I order a new card before I freeze my original one?,,,,,,,,,,,,
4486,"I think that someone may be using my card, but I'm not sure,.",,,,,,,,,,,,
4487,I think someone has hacked my card!,,,,,,,,,,,,
4488,My card has been compromised. I see a bunch of online shopping charges that I didn't make. I need to freeze it immediately.,,,,,,,,,,,,
4489,I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,,,,,,,,,,,,
4490,am suspicious of my card's security,,,,,,,,,,,,
4491,"Someone is making transactions on my account, I think they took my card information.",,,,,,,,,,,,
4492,I think someone stole my card number and brought stuff in different places that I have never been to. I need to suspend any further purchase on my credit card.,,,,,,,,,,,,
4493,There's a possibility that my card was compromised.,,,,,,,,,,,,
4494,What should I do if I think there are unauthorized transactions?,,,,,,,,,,,,
4495,How do I stop fraud to my card?,,,,,,,,,,,,
4496,am afraid someone may have gained access to the info on my card.,,,,,,,,,,,,
4497,My statement shows charges for things I never purchased. Were my account details stolen?,,,,,,,,,,,,
4498,What should I do if someone else used my card?,,,,,,,,,,,,
4499,What steps can I take if someone else is using my card?,,,,,,,,,,,,
4500,Someone might have had access to my card.,,,,,,,,,,,,
4501,What should I do if I think someone stole my details and used my information to make some transactions?,,,,,,,,,,,,
4502,I am not sure but someone else might be using my card,,,,,,,,,,,,
4503,What to do if my card has been used without my permission?,,,,,,,,,,,,
4504,Someone used my card without my permission.,,,,,,,,,,,,
4505,think someone is using my card with permission,,,,,,,,,,,,
4506,I see some transactions that I don't recognize.  I think someone stole my details.,,,,,,,,,,,,
4507,How can I tell if someone else is using my card?,,,,,,,,,,,,
4508,What do I do if I believe to be a victim of credit card fraud?,,,,,,,,,,,,
4509,"My card info was stolen, what do I do?",,,,,,,,,,,,
4510,"i didnt make these transactions, i think my card details might be stolen",,,,,,,,,,,,
4511,I have transactions that I don't recognize - I think someone is using my card.,,,,,,,,,,,,
4512,"my card details could be stolen, as i didnt make these transactions",,,,,,,,,,,,
4513,What do I do if someone used my card without my permission?,,,,,,,,,,,,
4514,There are transactions that I don't recognize. What do I do if I think someone is using my card?,,,,,,,,,,,,
4515,"Can you check about unauthorized use of my card, I think someone is using mine without my knowledge?",,,,,,,,,,,,
4516,I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?,,,,,,,,,,,,
4517,"I froze my account, but how do I order a replacement card?",,,,,,,,,,,,
4518,What do I do if I think someone has used my card?,,,,,,,,,,,,
4519,My card was stolen and used to make several purchases. Please freeze my card so no one can use it.,,,,,,,,,,,,
4520,"There are transactions that I don't remember making, i think someone might have gotten my card details and is now using it.",,,,,,,,,,,,
4521,My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card.,,,,,,,,,,,,
4522,"My card was used without my permission, what do I do?",,,,,,,,,,,,
4523,What do I do if I think someone has used my card without permission? I can see a few transactions I don't recognize.,,,,,,,,,,,,
4524,Questionable transactions on my account.,,,,,,,,,,,,
4525,I have some transactions on my account I did not make. Can you cancel my card and prevent further use.,,,,,,,,,,,,
4526,Someone besides me might be using my card.,,,,,,,,,,,,
4527,Someone hacked into my cards account.,,,,,,,,,,,,
4528,How do I report fraud on my card?,,,,,,,,,,,,
4529,How do I report possible fraudulent activity on my account?,,,,,,,,,,,,
4530,Someone else might be using my card without my permission.,,,,,,,,,,,,
4531,My card must have used my card as there are some transactions that I haven't done myself..,,,,,,,,,,,,
4532,How do I order a replacement for stolen card?,,,,,,,,,,,,
4533,"i dont recognise some of these transactions, i think someone has my card details",,,,,,,,,,,,
4534,Somebody used my card without my knowledge!,,,,,,,,,,,,
4535,I think my card has been compromised in some way.,,,,,,,,,,,,
4536,What should I do if I think that someone might be using me card?,,,,,,,,,,,,
4537,"I might be paranoid, but someone may be using my card.",,,,,,,,,,,,
4538,My wallet was stolen and all my credit cards were in there.  HELP?!!?,,,,,,,,,,,,
4539,There are fraudulent charges that I didn't make on my card. Can you please put in the safeguards necessary to stop this from happening anymore?,,,,,,,,,,,,
4540,The card has suffered a security breach.,,,,,,,,,,,,
4541,My card data has been exposed.,,,,,,,,,,,,
4542,"There are transactions that I did not make on my account, I think someone has my information.",,,,,,,,,,,,
4543,I think someone may be using my card.,,,,,,,,,,,,
4544,I didn't make these transactions. Is someone else using my card?,,,,,,,,,,,,
4545,I can use this card at which ATMs?,,,,,,,,,,,,
4546,Can I use the card at any cash machine?,,,,,,,,,,,,
4547,What locations can I get money from?,,,,,,,,,,,,
4548,What ATMs take this card?,,,,,,,,,,,,
4549,Which ATM's can I use to make a withdrawal?,,,,,,,,,,,,
4550,Do all ATMs accept this card?,,,,,,,,,,,,
4551,Will this card work at any ATM?,,,,,,,,,,,,
4552,Which ATMs am I allowed to get money from?,,,,,,,,,,,,
4553,Where is the closest ATM to me?,,,,,,,,,,,,
4554,Which ATMs accept this bill of fare ?,,,,,,,,,,,,
4555,Do I have to use a bank approved ATM to withdraw money?,,,,,,,,,,,,
4556,How do I withdraw money?,,,,,,,,,,,,
4557,Can I use this card at any ATM?,,,,,,,,,,,,
4558,What locations allow me to withdraw money?,,,,,,,,,,,,
4559,What ATMs accept my card?,,,,,,,,,,,,
4560,Can I use my card to withdraw from my account?,,,,,,,,,,,,
4561,Can you tell me where I can withdraw money?,,,,,,,,,,,,
4562,What kind of ATMs would this card be accepted at?,,,,,,,,,,,,
4563,Are there specific ATM's that I can draw money from?,,,,,,,,,,,,
4564,Where can money withdrawals be made?,,,,,,,,,,,,
4565,Do I have to use bank approved ATM's,,,,,,,,,,,,
4566,Where can I find Mastercard ATMs?,,,,,,,,,,,,
4567,What ATMs can I use my card at?,,,,,,,,,,,,
4568,What ATM machines allow this card?,,,,,,,,,,,,
4569,Where can I do a cash withdrawal?,,,,,,,,,,,,
4570,Where should I withdraw money from?,,,,,,,,,,,,
4571,Where are the ATMs that accept this card?,,,,,,,,,,,,
4572,Is there a way to find an ATM around me?,,,,,,,,,,,,
4573,Will any ATM's decline my card?,,,,,,,,,,,,
4574,What ATMs can I use my card?,,,,,,,,,,,,
4575,What cash stations take this card?,,,,,,,,,,,,
4576,"
At which ATMs can I use this card?",,,,,,,,,,,,
4577,Please provide me a list of ATMs that accept my card.,,,,,,,,,,,,
4578,Can I use my card at an ATM?,,,,,,,,,,,,
4579,Where is the closest ATM I can use?,,,,,,,,,,,,
4580,Where is the nearest Mastercard ATM?,,,,,,,,,,,,
4581,Where can I get money from my card?,,,,,,,,,,,,
4582,How can I find an ATM that accepts this card?,,,,,,,,,,,,
4583,I need an ATM right now!,,,,,,,,,,,,
4584,Which ATMs accept Mastercard?,,,,,,,,,,,,
4585,What is the closest ATM?,,,,,,,,,,,,
4586,What ATMs use this card?,,,,,,,,,,,,
4587,What ATMs can I use this card?,,,,,,,,,,,,
4588,Can I get money out of any machine?,,,,,,,,,,,,
4589,Is the closest ATM to me within 2 miles?,,,,,,,,,,,,
4590,I need to withdraw money. Where can I do that?,,,,,,,,,,,,
4591,Can I use my card in another institutions ATM?,,,,,,,,,,,,
4592,Where is a ATM that accepts Mastercard?,,,,,,,,,,,,
4593,Where are the Mastercard ATMs?,,,,,,,,,,,,
4594,Where can I withdraw money from?,,,,,,,,,,,,
4595,"
Where can I withdraw money from?",,,,,,,,,,,,
4596,Can I use a different bank ATM than my own?,,,,,,,,,,,,
4597,need to know places i can withdraw money,,,,,,,,,,,,
4598,The card can be used at which ATMs?,,,,,,,,,,,,
4599,What's the closest place to withdraw money?,,,,,,,,,,,,
4600,Is there a list of ATMs that take this card?,,,,,,,,,,,,
4601,Is there a Mastercard ATM nearby?,,,,,,,,,,,,
4602,Am I limited to what ATM I can use my card?,,,,,,,,,,,,
4603,how do I know where I can get money withdrawn?,,,,,,,,,,,,
4604,Tell me what ATMs take this card.,,,,,,,,,,,,
4605,Where are the ATMs that I can use Mastercard?,,,,,,,,,,,,
4606,Where is an ATM?,,,,,,,,,,,,
4607,Which locations can I withdraw money from?,,,,,,,,,,,,
4608,Can this card be used at all ATMs?,,,,,,,,,,,,
4609,Are there any ATM's near me that accept this card?,,,,,,,,,,,,
4610,I need help from someone in your department with finding my nearest ATM.,,,,,,,,,,,,
4611,what are the locations i can withdraw money,,,,,,,,,,,,
4612,Which ATMs accept this circuit board ?,,,,,,,,,,,,
4613,How many ATMs will take this card?,,,,,,,,,,,,
4614,What ATMs can I use this card at?,,,,,,,,,,,,
4615,Is this card accepted by ATMs?,,,,,,,,,,,,
4616,Are there only certain ATM machines where I can use this card?,,,,,,,,,,,,
4617,Where can I find a Mastercard ATM?,,,,,,,,,,,,
4618,Tell me what ATMs use this card.,,,,,,,,,,,,
4619,Which ATMs take the card?,,,,,,,,,,,,
4620,How far is the closest ATM from me?,,,,,,,,,,,,
4621,Can you tell me the ATMs I can use with my card?,,,,,,,,,,,,
4622,Where is a Mastercard ATM?,,,,,,,,,,,,
4623,I need to know where I can withdraw money.,,,,,,,,,,,,
4624,Are there specific ATM's I can use with this card?,,,,,,,,,,,,
4625,Where can I find an ATM?,,,,,,,,,,,,
4626,How can I tell if an AMT will take this card?,,,,,,,,,,,,
4627,How do I know it is a Mastercard ATM?,,,,,,,,,,,,
4628,"ATMs, which ones will accept this card?",,,,,,,,,,,,
4629,What ATM locations are near me?,,,,,,,,,,,,
4630,What ATM accepts Mastercard?,,,,,,,,,,,,
4631,Can I withdraw from any ATM?,,,,,,,,,,,,
4632,"Hi, i found a large amount payment in my old statements which i am sure was not made by me. I am aware that the time has passed but is there a way to raise a dispute for this payment now?",am sure was not made by me,VP -> VBP JJ VP,0,,,0,0,0,0,0,0,
4633,what is the word?,is the word,VP -> VBZ NP,1,1,0.9230769230769231,0,0,0,0,0,0,
4634,Please help my find out why there is an odd direct debit in my records.,help my find out why there is an odd direct debit in my records,VP -> VB S,1,,,0,0,0,0,0,0,
4635,I am seeing in the App a diret debit that its not mine,am seeing in the App a diret debit that its not mine,VP -> VBP VP,0,,,0,0,0,0,0,0,
4636,There is a direct debit payment that I did not make.,is a direct debit payment that I did not make,VP -> VBZ NP,1,,,0,0,0,0,0,0,
4637,There is a strange charge on my debit statement,is a strange charge on my debit statement,VP -> VBZ NP,0,,,0,0,0,0,0,0,
4638,There is a Direct Debit that looks suspicious.,is a Direct Debit that looks suspicious,VP -> VBZ NP,1,,,0,0,0,0,0,0,
4639,Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it?,to find out why my account was deducted from a seller when I did n't approve of it,VP -> TO VP,1,1,0.5,0,0,0,0,0,0,
4640,Why is there a direct debit payment on my statement that I didn't do?,did n't do,VP -> VBD RB VP,1,1,0.625,0,0,0,0,0,0,
4641,A direct debit payment that I didn't authorise shows up in my app.,did n't authorise,VP -> VBD RB VP,1,,,0,0,0,0,0,0,
4642,My app is showing a payment that I know I did not do. Can you please cancel that transaction and credit my account please?,is showing a payment that I know I did not do . Can you please cancel that transaction and credit my account please,VP -> VBZ VP,0,,,0,0,0,0,0,0,
4643,i would like to dispute a direct debit payment,would like to dispute a direct debit payment,VP -> MD VP,0,,,0,0,0,0,0,0,
4644,Is it possible to dispute a debit payment from a couple of months ago.,to dispute a debit payment from a couple of months ago,VP -> TO VP,1,,,0,0,0,0,0,0,
4645,A direct debit payment I didn't do shows in my app,did n't do shows in my app,VP -> VBD RB VP,0,,,0,0,0,0,0,0,
4646,I see a direct debit transaction in my history that I did not set up.,see a direct debit transaction in my history that I did not set up,VP -> VBP NP,1,,,0,0,0,0,0,0,
4647,A false direct debit payment is showing in my app,is showing in my app,VP -> VBZ VP,0,,,0,0,0,0,0,0,
4648,I do not understand what this particular direct debit is ?,do not understand what this particular direct debit is,VP -> VBP RB VP,1,1,0.625,0,0,0,0,0,0,
4649,There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit.,was some money taken from my account that I do n't remember paying for . Am I able to look up this transaction which was a few weeks ago to see who took out the money ? I m not sure I need a refund just want to check to make sure it 's legit,VP -> VBD NP,0,,,0,0,0,0,0,0,
4650,Please tell me what this direct debit in my statement is,tell me what this direct debit in my statement is,VP -> VB NP SBAR,0,,,0,0,0,0,0,0,
4651,what is this charge on my card?,[],,1,1,0.0,0,0,0,0,0,0,
4652,"A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me.",was made on my account by a seller I do n't know . I am quite sure I did n't do it and will like for you to check it for me,VP -> VBD VP,0,,,0,0,0,0,0,0,
4653,Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago.,regarding disputing transactions made on my account,VP -> VBG S,0,,,0,0,0,0,0,0,
4654,There is a mysterious debit transaction on my statement,is a mysterious debit transaction on my statement,VP -> VBZ NP PP,0,,,0,0,0,0,0,0,
4655,what is the matter?,[],,1,1,0.0,0,0,0,0,0,0,
4656,My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,shows I made a debit payment to someone that I ca n't recall and would like to find out who the payment was made to,VP -> VBZ SBAR,1,,,0,0,0,0,0,0,
4657,I don't recognize the direct debit payment from the app.,do n't recognize the direct debit payment from the app,VP -> VBP RB VP,1,,,0,0,0,0,0,0,
4658,I need a refund on a direct debit that shows in the app because I did not make it.,need a refund on a direct debit that shows in the app because I did not make it,VP -> VBP NP SBAR,1,,,0,0,0,0,0,0,
4659,"hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent.",think someone stole my card numbers . There is a purchase showing up on my app from a store pretty far away from me .. I really need that money back to pay my rent,VP -> VBP SBAR,0,,,0,0,0,0,0,0,
4660,I was just going over my transactions for the past couple of months and noticed a large type charge that I know I did not make. Even though it's been a while can I please still dispute this?,was just going over my transactions for the past couple of months,VP -> VBD VP,0,,,0,0,0,0,0,0,
4661,There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not?,was a charge made on my card from a couple weeks ago,VP -> VBD NP,0,,,0,0,0,0,0,0,
4662,There is a direct debit payment I don't recognize.,is a direct debit payment I do n't recognize,VP -> VBZ NP,1,,,0,0,0,0,0,0,
4663,What is this direct debit in my statement?,[],,1,1,0.0,0,0,0,0,0,0,
4664,This debit is not my transcation. How do I get my money out back?,is not my transcation,VP -> VBZ RB NP,0,,,0,0,0,0,0,0,
4665,How can I get my money back for a payment i didnt make,get my money back for a payment i did nt make,VP -> VB NP ADVP PP,0,,,0,0,0,0,0,0,
4666,I don't recognize the direct debit payment on my account.,do n't recognize the direct debit payment on my account,VP -> VBP RB VP,1,,,0,0,0,0,0,0,
4667,A direct debit appears in the app but I didn't authorize it.,appears in the app,VP -> VBZ PP,1,,,0,0,0,0,0,0,
4668,I'm seeing a direct debit payment that is not me.,'m seeing a direct debit payment that is not me,VP -> VBP VP,1,,,0,0,0,0,0,0,
4669,I see a direct debit transaction that I didn't make.,see a direct debit transaction that I did n't make,VP -> VBP NP,1,,,0,0,0,0,0,0,
4670,Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out.,found out,VP -> VBD PRT,0,,,0,0,0,0,0,0,
4671,I don't know where a direct debit payment came from,do n't know where a direct debit payment came from,VP -> VBP RB VP,0,,,0,0,0,0,0,0,
4672,Who do I contact if there is a direct debit that I did not create.,contact,VP -> VB,1,,,0,0,0,0,0,0,
4673,There was a direct debit from my account and I didn't authorise it,was a direct debit from my account,VP -> VBD NP,0,,,0,0,0,0,0,0,
4674,"I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain?",'m checking my statements,VP -> VBP VP,0,,,0,0,0,0,0,0,
4675,I don't recognise a Direct Debit payment,do n't recognise a Direct Debit payment,VP -> VBP RB VP,0,,,0,0,0,0,0,0,
4676,There is a direct debit transaction on my statement that I think is not mine. How do I remove?,think is not mine,VP -> VBP SBAR,0,,,0,0,0,0,0,0,
4677,there is a debit i dont recognize,is a debit i do nt recognize,VP -> VBZ NP NP VP,0,,,0,0,0,0,0,0,
4678,There are automatic debits on my account that I did not make.,are automatic debits on my account that I did not make,VP -> VBP NP,1,,,0,0,0,0,0,0,
4679,I may need to dispute a Direct Debit payment.,may need to dispute a Direct Debit payment,VP -> MD VP,1,,,0,0,0,0,0,0,
4680,"There's a weird payment showing in my app that I definitely haven't made myself, as I haven't used the card at all that day. Please cancel that and return my money.","'s a weird payment showing in my app that I definitely have n't made myself , as I have n't used the card at all that day . Please cancel that and return my money",VP -> VBZ NP,0,,,0,0,0,0,0,0,
4681,There is a direct debit fee in the App that I didn't do.,is a direct debit fee in the App that I did n't do,VP -> VBZ NP,1,,,0,0,0,0,0,0,
4682,What do I do about a debit on my account that I didn't make?,do about a debit on my account that I did n't make,VP -> VB PP,1,1,0.8333333333333334,0,0,0,0,0,0,
4683,I did not set up a direct debit I have,did not set up a direct debit I have,VP -> VBD RB VP,0,,,0,0,0,0,0,0,
4684,"If I found an error in my account for a transaction I didn't make, how long to I have to dispute it?",found an error in my account for a transaction I did n't make,VP -> VBD NP PP PP,1,1,0.631578947368421,0,0,0,0,0,0,
4685,There is a direct debit transaction that I did not authorize,is a direct debit transaction that I did not authorize,VP -> VBZ NP,0,,,0,0,0,0,0,0,
4686,Can you help me figure out what is going on with a debit payment that is showing up on my account I am not sure is suppose to be there.,help me figure out what is going on with a debit payment that is showing up on my account I am not sure is suppose to be there,VP -> VB S,1,,,0,0,0,0,0,0,
4687,I am seeing a direct debit I wasn't aware of.,am seeing a direct debit I was n't aware of,VP -> VBP VP,1,,,0,0,0,0,0,0,
4688,I found a charge on my debit that I did not make.,found a charge on my debit that I did not make,VP -> VBD NP,1,,,0,0,0,0,0,0,
4689,How can I dispute a direct debit transaction?,dispute a direct debit transaction,VP -> VB NP,1,1,1.0,1,['dispute'],['transaction'],,,,1
4690,How can I dispute a debit transaction?,dispute a debit transaction,VP -> VB NP,1,1,1.0,1,['dispute'],['transaction'],,,,1
4691,My statement shows a strange direct debit.,shows a strange direct debit,VP -> VBZ NP,1,,,0,0,0,0,0,0,
4692,"I have an unknown debit charge in my statement, why?","have an unknown debit charge in my statement , why","VP -> VBP NP PP , WHADVP",1,1,0.48,0,0,0,0,0,0,
4693,"I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?",noticed that I supposedly made a payment to a seller a while back,VP -> VBD SBAR,0,,,0,0,0,0,0,0,
4694,"In my app, a direct debit payment that I didn't do shows up.",do shows up,VP -> VB VP,1,,,0,0,0,0,0,0,
4695,There's an unauthorized direct debit in my app.,'s an unauthorized direct debit in my app,VP -> VBZ NP PP,1,,,0,0,0,0,0,0,
4696,I see a direct debit that isn't mine? How can I get my money back?,see a direct debit that is n't mine ? How can I get my money back,VP -> VBP NP . WHADVP SQ,0,1,0.48,0,0,0,0,0,0,
4697,My account statements show a debit payment that I didn't make it's from some time ago I need to know if it is disputable.,show a debit payment that I did n't make it 's from some time ago I need to know if it is disputable,VP -> VBP NP SBAR SBAR,1,,,0,0,0,0,0,0,
4698,There is a debit transaction on my statement that I did not make,is a debit transaction on my statement that I did not make,VP -> VBZ NP PP SBAR,0,,,0,0,0,0,0,0,
4699,There is a direct debit payment on my account that I didn't authorize.,is a direct debit payment on my account that I did n't authorize,VP -> VBZ NP,1,,,0,0,0,0,0,0,
4700,I didn't set up the direct debit I have,did n't set up the direct debit I have,VP -> VBD RB VP,0,,,0,0,0,0,0,0,
4701,What do I do if I find a debit charge that I know I didn't do in my billing statement?,do if I find a debit charge that I know I did n't do in my billing statement,VP -> VB SBAR,1,1,0.5714285714285714,0,0,0,0,0,0,
4702,i do not know what this charge is for,do not know what this charge is for,VP -> VBP RB VP,0,,,0,0,0,0,0,0,
4703,What do I do if there is a direct debit on my account that shouldn't be there?,do if there is a direct debit on my account that should n't be there,VP -> VB SBAR,1,1,0.5714285714285714,0,0,0,0,0,0,
